Header,GOid,GOterm,Score
NP_001257387,GO:0005741,C:mitochondrial outer membrane,0.65
NP_001257658,GO:0005743,C:mitochondrial inner membrane,0.41
NP_001258214,GO:0005741,C:mitochondrial outer membrane,0.6
NP_001258855,GO:0005759,C:mitochondrial matrix,0.36
NP_001263992,GO:0005741,C:mitochondrial outer membrane,0.78
NP_001263993,GO:0005741,C:mitochondrial outer membrane,0.77
NP_001265521,GO:0005758,C:mitochondrial intermembrane space,0.29
NP_001267727,GO:0005741,C:mitochondrial outer membrane,0.26
NP_001268426,GO:0005743,C:mitochondrial inner membrane,0.84
NP_001268442,GO:0005743,C:mitochondrial inner membrane,0.17
NP_001269209,GO:0005743,C:mitochondrial inner membrane,0.12
NP_001269842,GO:0005743,C:mitochondrial inner membrane,0.33
NP_001269945,GO:0005759,C:mitochondrial matrix,0.16
NP_001271245,GO:0005743,C:mitochondrial inner membrane,0.1
NP_001271254,GO:0005741,C:mitochondrial outer membrane,0.18
NP_001273048,GO:0005743,C:mitochondrial inner membrane,0.85
NP_001273641,GO:0005743,C:mitochondrial inner membrane,0.37
NP_001275694,GO:0005741,C:mitochondrial outer membrane,0.14
NP_001632,GO:0005741,C:mitochondrial outer membrane,0.42
NP_001679,GO:0005743,C:mitochondrial inner membrane,0.92
NP_001924,GO:0005759,C:mitochondrial matrix,0.13
NP_002038,GO:0005743,C:mitochondrial inner membrane,0.2
NP_002446,GO:0005741,C:mitochondrial outer membrane,0.16
NP_002487,GO:0005743,C:mitochondrial inner membrane,0.9
NP_004090,GO:0005741,C:mitochondrial outer membrane,0.82
NP_004125,GO:0005759,C:mitochondrial matrix,0.78
NP_004199,GO:0005741,C:mitochondrial outer membrane,0.16
NP_004313,GO:0005758,C:mitochondrial intermembrane space,0.75
NP_004319,GO:0005743,C:mitochondrial inner membrane,0.33
NP_004533,GO:0005743,C:mitochondrial inner membrane,0.51
NP_004640,GO:0005759,C:mitochondrial matrix,0.13
NP_005166,GO:0005743,C:mitochondrial inner membrane,0.93
NP_005681,GO:0005741,C:mitochondrial outer membrane,0.16
NP_005693,GO:0005759,C:mitochondrial matrix,0.68
NP_005785,GO:0005759,C:mitochondrial matrix,0.82
NP_005934,GO:0005759,C:mitochondrial matrix,0.48
NP_005994,GO:0005743,C:mitochondrial inner membrane,0.72
NP_006529,GO:0005741,C:mitochondrial outer membrane,0.6
NP_006651,GO:0005759,C:mitochondrial matrix,0.25
NP_036192,GO:0005741,C:mitochondrial outer membrane,0.16
NP_036463,GO:0005759,C:mitochondrial matrix,0.47
NP_036475,GO:0005743,C:mitochondrial inner membrane,0.46
NP_036539,GO:0005741,C:mitochondrial outer membrane,0.41
NP_037379,GO:0005741,C:mitochondrial outer membrane,0.22
NP_038470,GO:0005743,C:mitochondrial inner membrane,0.34
NP_054769,GO:0005759,C:mitochondrial matrix,0.25
NP_054896,GO:0005743,C:mitochondrial inner membrane,0.92
NP_055217,GO:0005743,C:mitochondrial inner membrane,0.62
NP_055635,GO:0005741,C:mitochondrial outer membrane,0.44
NP_056985,GO:0005743,C:mitochondrial inner membrane,0.15
NP_057049,GO:0005743,C:mitochondrial inner membrane,0.77
NP_057071,GO:0005759,C:mitochondrial matrix,0.15
NP_057111,GO:0005759,C:mitochondrial matrix,0.4
NP_057150,GO:0005758,C:mitochondrial intermembrane space,0.23
NP_057153,GO:0005743,C:mitochondrial inner membrane,0.85
NP_057161,GO:0005743,C:mitochondrial inner membrane,0.38
NP_057223,GO:0005758,C:mitochondrial intermembrane space,0.31
NP_057257,GO:0005743,C:mitochondrial inner membrane,0.17
NP_057419,GO:0005743,C:mitochondrial inner membrane,0.34
NP_058437,GO:0005759,C:mitochondrial matrix,0.29
NP_060311,GO:0005759,C:mitochondrial matrix,0.55
NP_060345,GO:0005743,C:mitochondrial inner membrane,0.94
NP_060530,GO:0005759,C:mitochondrial matrix,0.15
NP_060669,GO:0005741,C:mitochondrial outer membrane,0.16
NP_060714,GO:0005743,C:mitochondrial inner membrane,0.59
NP_060809,GO:0005743,C:mitochondrial inner membrane,0.26
NP_060850,GO:0005759,C:mitochondrial matrix,0.57
NP_061176,GO:0005759,C:mitochondrial matrix,0.28
NP_061870,GO:0005759,C:mitochondrial matrix,0.23
NP_061914,GO:0005759,C:mitochondrial matrix,0.68
NP_064586,GO:0005743,C:mitochondrial inner membrane,0.31
NP_064716,GO:0005759,C:mitochondrial matrix,0.1
NP_065141,GO:0005759,C:mitochondrial matrix,0.33
NP_066930,GO:0005759,C:mitochondrial matrix,0.45
NP_076426,GO:0005743,C:mitochondrial inner membrane,0.31
NP_079483,GO:0005759,C:mitochondrial matrix,0.29
NP_112489,GO:0005743,C:mitochondrial inner membrane,0.92
NP_115689,GO:0005743,C:mitochondrial inner membrane,0.7
NP_115690,GO:0005743,C:mitochondrial inner membrane,0.65
NP_115750,GO:0005743,C:mitochondrial inner membrane,0.28
NP_116136,GO:0005741,C:mitochondrial outer membrane,0.6
NP_612393,GO:0005743,C:mitochondrial inner membrane,0.34
NP_612404,GO:0005743,C:mitochondrial inner membrane,0.42
NP_612455,GO:0005759,C:mitochondrial matrix,0.16
NP_612642,GO:0005741,C:mitochondrial outer membrane,0.33
NP_659466,GO:0005743,C:mitochondrial inner membrane,0.2
NP_660286,GO:0005743,C:mitochondrial inner membrane,0.71
NP_663729,GO:0005743,C:mitochondrial inner membrane,0.48
NP_665707,GO:0005741,C:mitochondrial outer membrane,0.53
NP_683685,GO:0005743,C:mitochondrial inner membrane,0.13
NP_690876,GO:0005759,C:mitochondrial matrix,0.79
NP_694558,GO:0005759,C:mitochondrial matrix,0.26
NP_699170,GO:0005759,C:mitochondrial matrix,0.14
NP_733844,GO:0005743,C:mitochondrial inner membrane,0.5
NP_733934,GO:0005758,C:mitochondrial intermembrane space,0.21
NP_751917,GO:0005759,C:mitochondrial matrix,0.25
NP_775908,GO:0005743,C:mitochondrial inner membrane,0.94
NP_777280,GO:0005743,C:mitochondrial inner membrane,0.38
NP_787103,GO:0005743,C:mitochondrial inner membrane,0.09
NP_808881,GO:0005759,C:mitochondrial matrix,0.47
NP_848621,GO:0005743,C:mitochondrial inner membrane,0.96
NP_848652,GO:0005741,C:mitochondrial outer membrane,0.81
NP_851313,GO:0005743,C:mitochondrial inner membrane,0.26
NP_857635,GO:0005743,C:mitochondrial inner membrane,0.1
NP_872423,GO:0005743,C:mitochondrial inner membrane,0.51
NP_919255,GO:0005759,C:mitochondrial matrix,0.15
NP_942136,GO:0005741,C:mitochondrial outer membrane,0.13
NP_951032,GO:0005743,C:mitochondrial inner membrane,0.59
NP_982289,GO:0005759,C:mitochondrial matrix,0.29
YP_003024027,GO:0005743,C:mitochondrial inner membrane,0.96
NP_000107,GO:0005743,C:mitochondrial inner membrane,0.38
NP_000174,GO:0005743,C:mitochondrial inner membrane,0.13
NP_000489,GO:0005743,C:mitochondrial inner membrane,0.63
NP_000648,GO:0005741,C:mitochondrial outer membrane,0.17
NP_000654,GO:0005759,C:mitochondrial matrix,0.83
NP_000683,GO:0005743,C:mitochondrial inner membrane,0.48
NP_000849,GO:0005759,C:mitochondrial matrix,0.17
NP_000916,GO:0005759,C:mitochondrial matrix,0.91
NP_001005353,GO:0005759,C:mitochondrial matrix,0.29
NP_001012773,GO:0005743,C:mitochondrial inner membrane,0.83
NP_001014446,GO:0005741,C:mitochondrial outer membrane,0.64
NP_001018083,GO:0005759,C:mitochondrial matrix,0.35
NP_001019903,GO:0005743,C:mitochondrial inner membrane,0.27
NP_001028739,GO:0005741,C:mitochondrial outer membrane,0.41
NP_001032248,GO:0005743,C:mitochondrial inner membrane,0.23
NP_001032900,GO:0005741,C:mitochondrial outer membrane,0.21
NP_001070867,GO:0005743,C:mitochondrial inner membrane,0.34
NP_001071,GO:0005759,C:mitochondrial matrix,0.91
NP_001073331,GO:0005758,C:mitochondrial intermembrane space,0.31
NP_001077434,GO:0005741,C:mitochondrial outer membrane,0.59
NP_001087240,GO:0005741,C:mitochondrial outer membrane,0.37
NP_001093205,GO:0005743,C:mitochondrial inner membrane,0.12
NP_001093640,GO:0005743,C:mitochondrial inner membrane,0.55
NP_001095837,GO:0005759,C:mitochondrial matrix,0.45
NP_001095838,GO:0005759,C:mitochondrial matrix,0.43
NP_001116429,GO:0005759,C:mitochondrial matrix,0.47
NP_001120686,GO:0005743,C:mitochondrial inner membrane,0.43
NP_001120713,GO:0005758,C:mitochondrial intermembrane space,0.15
NP_001127956,GO:0005741,C:mitochondrial outer membrane,0.43
NP_001129336,GO:0005759,C:mitochondrial matrix,0.21
NP_001135870,GO:0005743,C:mitochondrial inner membrane,0.35
NP_001135877,GO:0005758,C:mitochondrial intermembrane space,0.14
NP_001138863,GO:0005741,C:mitochondrial outer membrane,0.1
NP_001153682,GO:0005743,C:mitochondrial inner membrane,0.93
NP_001154484,GO:0005741,C:mitochondrial outer membrane,0.3
NP_001155178,GO:0005743,C:mitochondrial inner membrane,0.19
NP_001161073,GO:0005741,C:mitochondrial outer membrane,0.14
NP_001162582,GO:0005743,C:mitochondrial inner membrane,0.88
NP_001165462,GO:0005758,C:mitochondrial intermembrane space,0.17
NP_001180240,GO:0005743,C:mitochondrial inner membrane,0.16
NP_001181,GO:0005759,C:mitochondrial matrix,0.5
NP_001185462,GO:0005741,C:mitochondrial outer membrane,0.1
NP_001185463,GO:0005743,C:mitochondrial inner membrane,0.11
NP_001185625,GO:0005741,C:mitochondrial outer membrane,0.15
NP_001186681,GO:0005741,C:mitochondrial outer membrane,0.35
NP_001186682,GO:0005741,C:mitochondrial outer membrane,0.35
NP_001186912,GO:0005741,C:mitochondrial outer membrane,0.11
NP_001187,GO:0005741,C:mitochondrial outer membrane,0.47
NP_001191012,GO:0005743,C:mitochondrial inner membrane,0.61
NP_001229236,GO:0005759,C:mitochondrial matrix,0.38
NP_001229753,GO:0005741,C:mitochondrial outer membrane,0.32
NP_001230181,GO:0005758,C:mitochondrial intermembrane space,0.31
NP_001239604,GO:0005743,C:mitochondrial inner membrane,0.29
NP_001243610,GO:0005741,C:mitochondrial outer membrane,0.41
NP_001243896,GO:0005743,C:mitochondrial inner membrane,0.55
NP_001245390,GO:0005759,C:mitochondrial matrix,0.31
NP_001254629,GO:0005743,C:mitochondrial inner membrane,0.64
NP_001257294,GO:0005743,C:mitochondrial inner membrane,0.1
NP_001257412,GO:0005759,C:mitochondrial matrix,0.57
NP_001257660,GO:0005743,C:mitochondrial inner membrane,0.41
NP_001258626,GO:0005743,C:mitochondrial inner membrane,0.86
NP_001258757,GO:0005758,C:mitochondrial intermembrane space,0.21
NP_001263990,GO:0005741,C:mitochondrial outer membrane,0.85
NP_001265233,GO:0005758,C:mitochondrial intermembrane space,0.22
NP_001265394,GO:0005741,C:mitochondrial outer membrane,0.16
NP_001265478,GO:0005759,C:mitochondrial matrix,0.46
NP_001268231,GO:0005759,C:mitochondrial matrix,0.2
NP_001269332,GO:0005759,C:mitochondrial matrix,0.24
NP_001269562,GO:0005743,C:mitochondrial inner membrane,0.16
NP_001269563,GO:0005743,C:mitochondrial inner membrane,0.16
NP_001269711,GO:0005759,C:mitochondrial matrix,0.44
NP_001273194,GO:0005743,C:mitochondrial inner membrane,0.89
NP_001275683,GO:0005741,C:mitochondrial outer membrane,0.48
NP_001276681,GO:0005743,C:mitochondrial inner membrane,0.19
NP_001352,GO:0005743,C:mitochondrial inner membrane,0.69
NP_001473,GO:0005759,C:mitochondrial matrix,0.29
NP_001743,GO:0005758,C:mitochondrial intermembrane space,0.29
NP_001976,GO:0005759,C:mitochondrial matrix,0.16
NP_002159,GO:0005759,C:mitochondrial matrix,0.88
NP_002626,GO:0005743,C:mitochondrial inner membrane,0.97
NP_003365,GO:0005741,C:mitochondrial outer membrane,0.75
NP_003837,GO:0005743,C:mitochondrial inner membrane,0.65
NP_003867,GO:0005743,C:mitochondrial inner membrane,0.58
NP_004040,GO:0005743,C:mitochondrial inner membrane,0.37
NP_004159,GO:0005743,C:mitochondrial inner membrane,0.55
NP_004541,GO:0005743,C:mitochondrial inner membrane,0.56
NP_004542,GO:0005743,C:mitochondrial inner membrane,0.67
NP_005000,GO:0005759,C:mitochondrial matrix,0.49
NP_005262,GO:0005759,C:mitochondrial matrix,0.84
NP_005580,GO:0005759,C:mitochondrial matrix,0.85
NP_005995,GO:0005758,C:mitochondrial intermembrane space,0.49
NP_006544,GO:0005758,C:mitochondrial intermembrane space,0.14
NP_006850,GO:0005759,C:mitochondrial matrix,0.45
NP_009119,GO:0005743,C:mitochondrial inner membrane,0.91
NP_039269,GO:0005759,C:mitochondrial matrix,0.22
NP_054768,GO:0005741,C:mitochondrial outer membrane,0.12
NP_054887,GO:0005741,C:mitochondrial outer membrane,0.12
NP_054899,GO:0005743,C:mitochondrial inner membrane,0.41
NP_055049,GO:0005759,C:mitochondrial matrix,0.23
NP_055067,GO:0005743,C:mitochondrial inner membrane,0.95
NP_055139,GO:0005741,C:mitochondrial outer membrane,0.32
NP_055322,GO:0005743,C:mitochondrial inner membrane,0.25
NP_057034,GO:0005759,C:mitochondrial matrix,0.79
NP_057395,GO:0005743,C:mitochondrial inner membrane,0.18
NP_058434,GO:0005743,C:mitochondrial inner membrane,0.37
NP_059117,GO:0005743,C:mitochondrial inner membrane,0.13
NP_060192,GO:0005759,C:mitochondrial matrix,0.13
NP_060743,GO:0005743,C:mitochondrial inner membrane,0.72
NP_061929,GO:0005743,C:mitochondrial inner membrane,0.68
NP_064579,GO:0005741,C:mitochondrial outer membrane,0.85
NP_065114,GO:0005743,C:mitochondrial inner membrane,0.34
NP_066552,GO:0005759,C:mitochondrial matrix,0.94
NP_066949,GO:0005758,C:mitochondrial intermembrane space,0.15
NP_066950,GO:0005743,C:mitochondrial inner membrane,0.18
NP_071383,GO:0005743,C:mitochondrial inner membrane,0.43
NP_071504,GO:0005759,C:mitochondrial matrix,0.93
NP_073582,GO:0005741,C:mitochondrial outer membrane,0.13
NP_076952,GO:0005759,C:mitochondrial matrix,0.28
NP_077025,GO:0005743,C:mitochondrial inner membrane,0.59
NP_077728,GO:0005743,C:mitochondrial inner membrane,0.59
NP_078820,GO:0005741,C:mitochondrial outer membrane,0.69
NP_078916,GO:0005759,C:mitochondrial matrix,0.21
NP_078969,GO:0005743,C:mitochondrial inner membrane,0.36
NP_079160,GO:0005743,C:mitochondrial inner membrane,0.29
NP_079425,GO:0005743,C:mitochondrial inner membrane,0.26
NP_079426,GO:0005743,C:mitochondrial inner membrane,0.38
NP_079428,GO:0005759,C:mitochondrial matrix,0.22
NP_079478,GO:0005758,C:mitochondrial intermembrane space,0.17
NP_110440,GO:0005759,C:mitochondrial matrix,0.65
NP_114127,GO:0005743,C:mitochondrial inner membrane,0.15
NP_115709,GO:0005743,C:mitochondrial inner membrane,0.23
NP_115716,GO:0005759,C:mitochondrial matrix,0.62
NP_116172,GO:0005741,C:mitochondrial outer membrane,0.27
NP_149061,GO:0005743,C:mitochondrial inner membrane,0.15
NP_219500,GO:0005743,C:mitochondrial inner membrane,0.57
NP_525022,GO:0005743,C:mitochondrial inner membrane,0.77
NP_543011,GO:0005741,C:mitochondrial outer membrane,0.61
NP_550438,GO:0005743,C:mitochondrial inner membrane,0.43
NP_619529,GO:0005758,C:mitochondrial intermembrane space,0.7
NP_619532,GO:0005741,C:mitochondrial outer membrane,0.55
NP_620132,GO:0005759,C:mitochondrial matrix,0.52
NP_640335,GO:0005743,C:mitochondrial inner membrane,0.23
NP_660213,GO:0005743,C:mitochondrial inner membrane,0.21
NP_663781,GO:0005759,C:mitochondrial matrix,0.56
NP_671702,GO:0005743,C:mitochondrial inner membrane,0.25
NP_689481,GO:0005743,C:mitochondrial inner membrane,0.17
NP_789843,GO:0005759,C:mitochondrial matrix,0.26
NP_789845,GO:0005759,C:mitochondrial matrix,0.33
NP_852127,GO:0005741,C:mitochondrial outer membrane,0.11
NP_877416,GO:0005741,C:mitochondrial outer membrane,0.34
NP_878912,GO:0005759,C:mitochondrial matrix,0.21
NP_886552,GO:0005759,C:mitochondrial matrix,0.52
NP_932342,GO:0005743,C:mitochondrial inner membrane,0.45
NP_951056,GO:0005743,C:mitochondrial inner membrane,0.37
NP_964011,GO:0005759,C:mitochondrial matrix,0.18
NP_976059,GO:0005743,C:mitochondrial inner membrane,0.6
NP_998814,GO:0005743,C:mitochondrial inner membrane,0.67
YP_003024036,GO:0005743,C:mitochondrial inner membrane,0.95
NP_000161,GO:0005743,C:mitochondrial inner membrane,0.17
NP_000265,GO:0005743,C:mitochondrial inner membrane,0.26
NP_000427,GO:0005759,C:mitochondrial matrix,0.94
NP_000447,GO:0005759,C:mitochondrial matrix,0.14
NP_001002030,GO:0005743,C:mitochondrial inner membrane,0.44
NP_001003703,GO:0005759,C:mitochondrial matrix,0.59
NP_001003713,GO:0005743,C:mitochondrial inner membrane,0.43
NP_001003941,GO:0005759,C:mitochondrial matrix,0.21
NP_001008661,GO:0005743,C:mitochondrial inner membrane,0.28
NP_001010867,GO:0005759,C:mitochondrial matrix,0.23
NP_001011669,GO:0005743,C:mitochondrial inner membrane,0.26
NP_001018114,GO:0005743,C:mitochondrial inner membrane,0.26
NP_001026788,GO:0005758,C:mitochondrial intermembrane space,0.61
NP_001034464,GO:0005743,C:mitochondrial inner membrane,0.62
NP_001035517,GO:0005759,C:mitochondrial matrix,0.45
NP_001072992,GO:0005759,C:mitochondrial matrix,0.1
NP_001073594,GO:0005759,C:mitochondrial matrix,0.12
NP_001078841,GO:0005743,C:mitochondrial inner membrane,0.46
NP_001078880,GO:0005759,C:mitochondrial matrix,0.14
NP_001084,GO:0005743,C:mitochondrial inner membrane,0.24
NP_001091993,GO:0005743,C:mitochondrial inner membrane,0.32
NP_001119594,GO:0005743,C:mitochondrial inner membrane,0.89
NP_001120920,GO:0005759,C:mitochondrial matrix,0.83
NP_001121774,GO:0005759,C:mitochondrial matrix,0.27
NP_001121897,GO:0005759,C:mitochondrial matrix,0.13
NP_001122099,GO:0005759,C:mitochondrial matrix,0.1
NP_001123882,GO:0005759,C:mitochondrial matrix,0.09
NP_001127703,GO:0005743,C:mitochondrial inner membrane,0.18
NP_001128633,GO:0005743,C:mitochondrial inner membrane,0.55
NP_001129293,GO:0005743,C:mitochondrial inner membrane,0.45
NP_001129666,GO:0005759,C:mitochondrial matrix,0.35
NP_001135937,GO:0005743,C:mitochondrial inner membrane,0.18
NP_001157285,GO:0005759,C:mitochondrial matrix,0.19
NP_001158255,GO:0005743,C:mitochondrial inner membrane,0.14
NP_001161342,GO:0005743,C:mitochondrial inner membrane,0.21
NP_001161444,GO:0005759,C:mitochondrial matrix,0.21
NP_001165074,GO:0005743,C:mitochondrial inner membrane,0.25
NP_001165131,GO:0005741,C:mitochondrial outer membrane,0.19
NP_001171488,GO:0005758,C:mitochondrial intermembrane space,0.27
NP_001171514,GO:0005758,C:mitochondrial intermembrane space,0.29
NP_001171712,GO:0005741,C:mitochondrial outer membrane,0.72
NP_001180389,GO:0005759,C:mitochondrial matrix,0.27
NP_001182447,GO:0005743,C:mitochondrial inner membrane,0.17
NP_001185891,GO:0005743,C:mitochondrial inner membrane,0.49
NP_001186658,GO:0005759,C:mitochondrial matrix,0.18
NP_001186687,GO:0005741,C:mitochondrial outer membrane,0.24
NP_001186779,GO:0005743,C:mitochondrial inner membrane,0.43
NP_001186784,GO:0005759,C:mitochondrial matrix,0.5
NP_001189333,GO:0005741,C:mitochondrial outer membrane,0.25
NP_001191039,GO:0005758,C:mitochondrial intermembrane space,0.63
NP_001191041,GO:0005758,C:mitochondrial intermembrane space,0.64
NP_001191089,GO:0005741,C:mitochondrial outer membrane,0.25
NP_001227,GO:0005741,C:mitochondrial outer membrane,0.2
NP_001229603,GO:0005759,C:mitochondrial matrix,0.27
NP_001229696,GO:0005759,C:mitochondrial matrix,0.69
NP_001229754,GO:0005743,C:mitochondrial inner membrane,0.14
NP_001231178,GO:0005741,C:mitochondrial outer membrane,0.42
NP_001240795,GO:0005743,C:mitochondrial inner membrane,0.2
NP_001242938,GO:0005741,C:mitochondrial outer membrane,0.2
NP_001243413,GO:0005743,C:mitochondrial inner membrane,0.2
NP_001243439,GO:0005759,C:mitochondrial matrix,0.67
NP_001244031,GO:0005741,C:mitochondrial outer membrane,0.26
NP_001247441,GO:0005741,C:mitochondrial outer membrane,0.56
NP_001248375,GO:0005759,C:mitochondrial matrix,0.13
NP_001257376,GO:0005743,C:mitochondrial inner membrane,0.11
NP_001258610,GO:0005759,C:mitochondrial matrix,0.12
NP_001263435,GO:0005743,C:mitochondrial inner membrane,0.78
NP_001265098,GO:0005759,C:mitochondrial matrix,0.43
NP_001265179,GO:0005743,C:mitochondrial inner membrane,0.91
NP_001265575,GO:0005758,C:mitochondrial intermembrane space,0.54
NP_001266285,GO:0005741,C:mitochondrial outer membrane,0.09
NP_001269124,GO:0005743,C:mitochondrial inner membrane,0.98
NP_001269348,GO:0005759,C:mitochondrial matrix,0.52
NP_001269349,GO:0005759,C:mitochondrial matrix,0.15
NP_001269351,GO:0005759,C:mitochondrial matrix,0.2
NP_001269712,GO:0005759,C:mitochondrial matrix,0.34
NP_001273303,GO:0005741,C:mitochondrial outer membrane,0.65
NP_001273367,GO:0005759,C:mitochondrial matrix,0.3
NP_001273445,GO:0005758,C:mitochondrial intermembrane space,0.1
NP_001273763,GO:0005759,C:mitochondrial matrix,0.62
NP_001274269,GO:0005759,C:mitochondrial matrix,0.26
NP_001275583,GO:0005743,C:mitochondrial inner membrane,0.39
NP_001275684,GO:0005741,C:mitochondrial outer membrane,0.73
NP_001275687,GO:0005741,C:mitochondrial outer membrane,0.37
NP_001275883,GO:0005741,C:mitochondrial outer membrane,0.54
NP_001275901,GO:0005743,C:mitochondrial inner membrane,0.24
NP_001478,GO:0005758,C:mitochondrial intermembrane space,0.31
NP_001658,GO:0005758,C:mitochondrial intermembrane space,0.14
NP_001676,GO:0005759,C:mitochondrial matrix,0.59
NP_001816,GO:0005743,C:mitochondrial inner membrane,0.12
NP_002291,GO:0005759,C:mitochondrial matrix,0.1
NP_002519,GO:0005741,C:mitochondrial outer membrane,0.26
NP_002927,GO:0005759,C:mitochondrial matrix,0.48
NP_003356,GO:0005759,C:mitochondrial matrix,0.37
NP_003670,GO:0005741,C:mitochondrial outer membrane,0.5
NP_003739,GO:0005743,C:mitochondrial inner membrane,0.5
NP_004083,GO:0005759,C:mitochondrial matrix,0.96
NP_004101,GO:0005743,C:mitochondrial inner membrane,0.58
NP_004365,GO:0005743,C:mitochondrial inner membrane,0.83
NP_004426,GO:0005743,C:mitochondrial inner membrane,0.16
NP_004537,GO:0005743,C:mitochondrial inner membrane,0.58
NP_004918,GO:0005743,C:mitochondrial inner membrane,0.59
NP_005318,GO:0005743,C:mitochondrial inner membrane,0.14
NP_005324,GO:0005758,C:mitochondrial intermembrane space,0.17
NP_005403,GO:0005759,C:mitochondrial matrix,0.22
NP_005680,GO:0005741,C:mitochondrial outer membrane,0.66
NP_005829,GO:0005743,C:mitochondrial inner membrane,0.18
NP_005872,GO:0005759,C:mitochondrial matrix,0.53
NP_005890,GO:0005759,C:mitochondrial matrix,0.12
NP_006003,GO:0005759,C:mitochondrial matrix,0.59
NP_006321,GO:0005741,C:mitochondrial outer membrane,0.15
NP_006326,GO:0005743,C:mitochondrial inner membrane,0.79
NP_006401,GO:0005741,C:mitochondrial outer membrane,0.15
NP_006812,GO:0005743,C:mitochondrial inner membrane,0.07
NP_008817,GO:0005743,C:mitochondrial inner membrane,0.42
NP_009034,GO:0005759,C:mitochondrial matrix,0.88
NP_009151,GO:0005759,C:mitochondrial matrix,0.82
NP_009205,GO:0005759,C:mitochondrial matrix,0.09
NP_036216,GO:0005759,C:mitochondrial matrix,0.22
NP_036226,GO:0005743,C:mitochondrial inner membrane,0.12
NP_054884,GO:0005759,C:mitochondrial matrix,0.38
NP_055199,GO:0005743,C:mitochondrial inner membrane,0.48
NP_056182,GO:0005741,C:mitochondrial outer membrane,0.52
NP_056399,GO:0005759,C:mitochondrial matrix,0.69
NP_057026,GO:0005743,C:mitochondrial inner membrane,0.17
NP_057119,GO:0005743,C:mitochondrial inner membrane,0.89
NP_057155,GO:0005758,C:mitochondrial intermembrane space,0.17
NP_057582,GO:0005741,C:mitochondrial outer membrane,0.49
NP_058438,GO:0005759,C:mitochondrial matrix,0.28
NP_060273,GO:0005759,C:mitochondrial matrix,0.17
NP_060379,GO:0005743,C:mitochondrial inner membrane,0.79
NP_060441,GO:0005743,C:mitochondrial inner membrane,0.45
NP_060751,GO:0005743,C:mitochondrial inner membrane,0.5
NP_060949,GO:0005759,C:mitochondrial matrix,0.36
NP_061845,GO:0005741,C:mitochondrial outer membrane,0.5
NP_062457,GO:0005758,C:mitochondrial intermembrane space,0.19
NP_064551,GO:0005759,C:mitochondrial matrix,0.19
NP_064580,GO:0005741,C:mitochondrial outer membrane,0.19
NP_064628,GO:0005741,C:mitochondrial outer membrane,0.7
NP_066284,GO:0005759,C:mitochondrial matrix,0.3
NP_067022,GO:0005741,C:mitochondrial outer membrane,0.18
NP_068380,GO:0005743,C:mitochondrial inner membrane,0.89
NP_071344,GO:0005759,C:mitochondrial matrix,0.57
NP_071942,GO:0005743,C:mitochondrial inner membrane,0.26
NP_075565,GO:0005758,C:mitochondrial intermembrane space,0.39
NP_078898,GO:0005759,C:mitochondrial matrix,0.11
NP_079081,GO:0005759,C:mitochondrial matrix,0.59
NP_079472,GO:0005759,C:mitochondrial matrix,0.84
NP_112581,GO:0005743,C:mitochondrial inner membrane,0.65
NP_115487,GO:0005743,C:mitochondrial inner membrane,0.3
NP_115488,GO:0005758,C:mitochondrial intermembrane space,0.13
NP_115691,GO:0005743,C:mitochondrial inner membrane,0.92
NP_115789,GO:0005743,C:mitochondrial inner membrane,0.74
NP_116205,GO:0005759,C:mitochondrial matrix,0.37
NP_116786,GO:0005758,C:mitochondrial intermembrane space,0.31
NP_149100,GO:0005758,C:mitochondrial intermembrane space,0.65
NP_570137,GO:0005741,C:mitochondrial outer membrane,0.42
NP_598399,GO:0005759,C:mitochondrial matrix,0.78
NP_620162,GO:0005743,C:mitochondrial inner membrane,0.33
NP_660305,GO:0005743,C:mitochondrial inner membrane,0.29
NP_689451,GO:0005741,C:mitochondrial outer membrane,0.39
NP_689565,GO:0005743,C:mitochondrial inner membrane,0.64
NP_699193,GO:0005743,C:mitochondrial inner membrane,0.45
NP_705904,GO:0005741,C:mitochondrial outer membrane,0.26
NP_733935,GO:0005759,C:mitochondrial matrix,0.3
NP_777358,GO:0005743,C:mitochondrial inner membrane,0.11
NP_835498,GO:0005743,C:mitochondrial inner membrane,0.31
NP_857634,GO:0005743,C:mitochondrial inner membrane,0.14
NP_892005,GO:0005759,C:mitochondrial matrix,0.1
NP_954573,GO:0005759,C:mitochondrial matrix,0.7
NP_955399,GO:0005743,C:mitochondrial inner membrane,0.92
NP_976060,GO:0005743,C:mitochondrial inner membrane,0.6
NP_976316,GO:0005741,C:mitochondrial outer membrane,0.17
YP_003024032,GO:0005743,C:mitochondrial inner membrane,0.9

