Header,GeneID,Gene,Prediction,OTHER,SP,mTP,CS Position,CS,Prob
NP_115866,64975,MRPL41,mTP,0.255806,0.000332,0.743862,CS pos: 50-51. WRF-VQ. Pr: 0.4159,50,0.4159
NP_1116080,3052,HCCS,OTHER,0.986906,0.012129,0.000966,,,
NP_5324,3052,HCCS,OTHER,0.986906,0.012129,0.000966,,,
NP_1165462,3052,HCCS,OTHER,0.986906,0.012129,0.000966,,,
NP_77027,79135,APOO,mTP,0.184655,0.276135,0.53921,CS pos: 22-23. KVY-AA. Pr: 0.6111,22,0.6111
NP_1028755,23597,ACOT9,mTP,0.141766,0.005798,0.852437,CS pos: 21-22. GRG-LT. Pr: 0.4477,21,0.4477
NP_1032248,23597,ACOT9,mTP,0.127124,0.004224,0.868653,CS pos: 21-22. GRG-LT. Pr: 0.3651,21,0.3651
NP_5382,5165,PDK3,OTHER,0.811148,0.000477,0.188375,,,
NP_1135858,5165,PDK3,OTHER,0.811148,0.000477,0.188375,,,
NP_522,5009,OTC,mTP,0.140176,0.000273,0.859551,CS pos: 27-28. FRC-GQ. Pr: 0.2194,27,0.2194
NP_1257387,4128,MAOA,OTHER,0.999902,0.000086,0.000012,,,
NP_231,4128,MAOA,OTHER,0.999772,0.00018,0.000049,,,
NP_889,4129,MAOB,OTHER,0.999734,0.000188,0.000078,,,
NP_23,212,ALAS2,mTP,0.070525,0.045985,0.883491,CS pos: 49-50. NCS-QI. Pr: 0.2499,49,0.2499
NP_1033057,212,ALAS2,OTHER,0.578114,0.323675,0.09821,,,
NP_1033056,212,ALAS2,mTP,0.095382,0.052166,0.852452,CS pos: 49-50. NCS-QI. Pr: 0.2500,49,0.25
NP_1258628,22,ABCB7,mTP,0.027448,0.000808,0.971744,CS pos: 55-56. RAY-QQ. Pr: 0.4800,55,0.48
NP_1258627,22,ABCB7,mTP,0.053439,0.001061,0.945501,CS pos: 55-56. RAY-QA. Pr: 0.2292,55,0.2292
NP_1258625,22,ABCB7,mTP,0.035619,0.001007,0.963374,CS pos: 55-56. RAY-QI. Pr: 0.2954,55,0.2954
NP_4290,22,ABCB7,mTP,0.024563,0.000795,0.974642,CS pos: 55-56. RAY-QQ. Pr: 0.4777,55,0.4777
NP_1258626,22,ABCB7,mTP,0.04091,0.001141,0.957949,CS pos: 55-56. RAY-QI. Pr: 0.2972,55,0.2972
NP_940852,139322,APOOL,mTP,0.159856,0.27663,0.563514,CS pos: 18-19. LIY-AS. Pr: 0.3222,18,0.3222
NP_1161444,79979,TRMT2B,mTP,0.277055,0.08816,0.634785,CS pos: 49-50. VCK-GD. Pr: 0.1730,49,0.173
NP_1161442,79979,TRMT2B,mTP,0.277055,0.08816,0.634785,CS pos: 49-50. VCK-GD. Pr: 0.1730,49,0.173
NP_1161443,79979,TRMT2B,mTP,0.258334,0.145797,0.595869,CS pos: 49-50. VCK-GD. Pr: 0.1727,49,0.1727
NP_79193,79979,TRMT2B,mTP,0.277055,0.08816,0.634785,CS pos: 49-50. VCK-GD. Pr: 0.1730,49,0.173
NP_1269127,9016,SLC25A14,OTHER,0.950595,0.040215,0.00919,,,
NP_1269125,9016,SLC25A14,SP,0.276997,0.671622,0.051381,CS pos: 19-20. ATA-AV. Pr: 0.9301,19,0.9301
NP_1269124,9016,SLC25A14,SP,0.288337,0.669439,0.042224,CS pos: 19-20. ATA-AV. Pr: 0.9189,19,0.9189
NP_1269126,9016,SLC25A14,SP,0.261262,0.693303,0.045435,CS pos: 19-20. ATA-AV. Pr: 0.9301,19,0.9301
NP_60666,55217,TMLHE,mTP,0.319636,0.002276,0.678088,CS pos: 15-16. LQD-LL. Pr: 0.1830,15,0.183
NP_76423,65991,FUNDC2,OTHER,0.988606,0.000624,0.01077,,,
NP_1171726,55217,TMLHE,mTP,0.319636,0.002276,0.678088,CS pos: 15-16. LQD-LL. Pr: 0.1830,15,0.183
NP_36359,8225,GTPBP6,mTP,0.033477,0.000008,0.966515,CS pos: 36-37. RAL-AA. Pr: 0.1378,36,0.1378
NP_1627,293,SLC25A6,OTHER,0.964766,0.01054,0.024694,,,
NP_9151,11238,CA5B,mTP,0.300701,0.000401,0.698898,CS pos: 47-48. NRA-LH. Pr: 0.2298,47,0.2298
NP_1166926,5160,PDHA1,mTP,0.022602,0.011107,0.966292,CS pos: 30-31. RNF-AN. Pr: 0.9146,30,0.9146
NP_1166927,5160,PDHA1,mTP,0.022001,0.018471,0.959527,CS pos: 30-31. RNF-AN. Pr: 0.9146,30,0.9146
NP_1166925,5160,PDHA1,mTP,0.110769,0.023965,0.865265,CS pos: 68-69. RNF-AN. Pr: 0.6785,68,0.6785
NP_275,5160,PDHA1,mTP,0.017508,0.020107,0.962385,CS pos: 30-31. RNF-AN. Pr: 0.9147,30,0.9147
NP_6397,10549,PRDX4,SP,0.003712,0.996275,0.000013,CS pos: 37-38. VQG-WE. Pr: 0.7751,37,0.7751
NP_1182451,347411,MPC1L,OTHER,0.985813,0.000035,0.014152,,,
NP_776155,139341,FUNDC1,OTHER,0.999977,0.000018,0.000005,,,
NP_1129470,54539,NDUFB11,mTP,0.003136,0.000352,0.996512,CS pos: 29-30. VRW-ES. Pr: 0.3578,29,0.3578
NP_61929,54539,NDUFB11,mTP,0.003741,0.00147,0.994789,CS pos: 29-30. VRW-ES. Pr: 0.3574,29,0.3574
NP_1161419,10245,TIMM17B,OTHER,0.999787,0.000155,0.000058,,,
NP_5825,10245,TIMM17B,OTHER,0.999671,0.000212,0.000117,,,
NP_4484,3028,HSD17B10,mTP,0.325217,0.093258,0.581525,CS pos: 30-31. ERL-VG. Pr: 0.1136,30,0.1136
NP_1032900,3028,HSD17B10,mTP,0.345498,0.098366,0.556136,CS pos: 30-31. ERL-VG. Pr: 0.1136,30,0.1136
NP_1857,1349,COX7B,mTP,0.00102,0.000011,0.998969,CS pos: 24-25. ARQ-SH. Pr: 0.7315,24,0.7315
NP_543022,140886,PABPC5,OTHER,0.999779,0.000147,0.000074,,,
NP_4076,1678,TIMM8A,OTHER,0.9999,0.000098,0.000002,,,
NP_1139423,1678,TIMM8A,OTHER,0.995847,0.004132,0.000022,,,
NP_57692,51309,ARMCX1,OTHER,0.945378,0.054393,0.000229,,,
NP_1171697,54470,ARMCX6,SP,0.330622,0.668793,0.000586,CS pos: 23-24. CYC-VY. Pr: 0.4911,23,0.4911
NP_1269160,9823,ARMCX2,OTHER,0.987757,0.010011,0.002232,,,
NP_61880,54470,ARMCX6,SP,0.330622,0.668793,0.000586,CS pos: 23-24. CYC-VY. Pr: 0.4911,23,0.4911
NP_808818,9823,ARMCX2,OTHER,0.987757,0.010011,0.002232,,,
NP_808817,51566,ARMCX3,OTHER,0.81747,0.169422,0.013108,,,
NP_57691,51566,ARMCX3,OTHER,0.81747,0.169422,0.013108,,,
NP_1009584,54470,ARMCX6,SP,0.330622,0.668793,0.000586,CS pos: 23-24. CYC-VY. Pr: 0.4911,23,0.4911
NP_55597,9823,ARMCX2,OTHER,0.987757,0.010011,0.002232,,,
NP_808816,51566,ARMCX3,OTHER,0.81747,0.169422,0.013108,,,
NP_1012773,401612,SLC25A53,OTHER,0.999892,0.000034,0.000074,,,
NP_1143,292,SLC25A5,OTHER,0.985512,0.004834,0.009654,,,
NP_660348,203427,SLC25A43,OTHER,0.546021,0.300381,0.153598,,,
NP_4532,4694,NDUFA1,SP,0.008153,0.981645,0.010202,CS pos: 24-25. ATA-YI. Pr: 0.6930,24,0.693
NP_36216,2747,GLUD2,mTP,0.087831,0.000338,0.91183,CS pos: 53-54. RHY-SE. Pr: 0.8330,53,0.833
NP_665812,9131,AIFM1,mTP,0.053785,0.000063,0.946152,CS pos: 39-40. RAL-GT. Pr: 0.5672,39,0.5672
NP_665811,9131,AIFM1,mTP,0.008368,0.000015,0.991617,CS pos: 49-50. RSL-AS. Pr: 0.7442,49,0.7442
NP_4199,9131,AIFM1,mTP,0.019786,0.000037,0.980178,CS pos: 54-55. RQM-AS. Pr: 0.7624,54,0.7624
NP_1124319,9131,AIFM1,mTP,0.019786,0.000037,0.980178,CS pos: 54-55. RQM-AS. Pr: 0.7624,54,0.7624
NP_1124318,9131,AIFM1,OTHER,0.999955,0.000009,0.000036,,,
NP_777358,3421,IDH3G,mTP,0.249054,0.017306,0.733641,CS pos: 40-41. NIF-SE. Pr: 0.4633,40,0.4633
NP_4126,3421,IDH3G,mTP,0.249054,0.017306,0.733641,CS pos: 40-41. NIF-SE. Pr: 0.4633,40,0.4633
NP_24,215,ABCD1,OTHER,0.654712,0.097093,0.248195,,,
NP_851829,6901,TAZ,OTHER,0.696622,0.288987,0.014391,,,
NP_851828,6901,TAZ,OTHER,0.701424,0.283141,0.015435,,,
NP_851830,6901,TAZ,OTHER,0.681778,0.303254,0.014969,,,
NP_107,6901,TAZ,OTHER,0.685224,0.298325,0.016451,,,
NP_1018024,100272147,CMC4,OTHER,0.999762,0.000162,0.000076,,,
NP_689920,8034,SLC25A16,OTHER,0.966009,0.003055,0.030936,,,
NP_1600,36,ACADSB,mTP,0.22658,0.004713,0.768706,CS pos: 23-24. TCL-SS. Pr: 0.2013,23,0.2013
NP_78969,79746,ECHDC3,mTP,0.002789,0.000106,0.997105,CS pos: 30-31. ARF-CS. Pr: 0.4903,30,0.4903
NP_55132,23590,PDSS1,OTHER,0.650751,0.00007,0.349179,,,
NP_60934,55847,CISD1,OTHER,0.595908,0.379623,0.024469,,,
NP_6068,10367,MICU1,mTP,0.103024,0.030986,0.86599,CS pos: 57-58. AHA-ES. Pr: 0.2426,57,0.2426
NP_1182448,10367,MICU1,OTHER,0.99955,0.000013,0.000437,,,
NP_1182447,10367,MICU1,mTP,0.097139,0.030735,0.872126,CS pos: 57-58. AHA-ES. Pr: 0.2430,57,0.243
NP_612366,90550,MCU,mTP,0.359403,0.047555,0.593042,CS pos: 67-68. YCS-TV. Pr: 0.1758,67,0.1758
NP_1257609,90550,MCU,OTHER,0.913598,0.044155,0.042247,,,
NP_1257608,90550,MCU,mTP,0.369448,0.064113,0.566439,CS pos: 67-68. YCS-TV. Pr: 0.1777,67,0.1777
NP_1230710,84293,PRXL2A,SP,0.137794,0.856036,0.00617,CS pos: 23-24. ANT-DV. Pr: 0.3048,23,0.3048
NP_1230709,84293,PRXL2A,OTHER,0.813183,0.126916,0.059901,,,
NP_1230708,84293,PRXL2A,OTHER,0.813183,0.126916,0.059901,,,
NP_1230707,84293,PRXL2A,OTHER,0.813183,0.126916,0.059901,,,
NP_115709,84293,PRXL2A,OTHER,0.813183,0.126916,0.059901,,,
NP_1230711,84293,PRXL2A,OTHER,0.688627,0.292078,0.019295,,,
NP_116199,84896,ATAD1,OTHER,0.940424,0.022797,0.036778,,,
NP_4960,3416,IDE,mTP,0.127931,0.2385,0.633569,CS pos: 33-34. LCG-FQ. Pr: 0.2634,33,0.2634
NP_1159418,3416,IDE,OTHER,0.999924,0.000045,0.000031,,,
NP_60294,54708,MARCHF5,OTHER,0.999277,0.000598,0.000125,,,
NP_2851,5832,ALDH18A1,mTP,0.18936,0.000017,0.810623,CS pos: 43-44. RSW-SN. Pr: 0.1901,43,0.1901
NP_1017423,5832,ALDH18A1,mTP,0.18936,0.000017,0.810623,CS pos: 43-44. RSW-SN. Pr: 0.1901,43,0.1901
NP_612422,112817,HOGA1,mTP,0.021644,0.000603,0.977753,CS pos: 25-26. GVW-AS. Pr: 0.5335,25,0.5335
NP_1128142,112817,HOGA1,mTP,0.018601,0.002492,0.978907,CS pos: 25-26. GVW-AS. Pr: 0.5362,25,0.5362
NP_265,4942,OAT,mTP,0.001349,0.000276,0.998376,CS pos: 25-26. ASA-TS. Pr: 0.1644,25,0.1644
NP_1165285,4942,OAT,OTHER,0.992164,0.005432,0.002404,,,
NP_4499,3422,IDI1,mTP,0.013853,0.002017,0.984129,CS pos: 25-26. VRA-AD. Pr: 0.2435,25,0.2435
NP_1229238,10531,PITRM1,OTHER,0.827937,0.007155,0.164908,,,
NP_55704,10531,PITRM1,mTP,0.210532,0.000182,0.789286,CS pos: 28-29. WRW-NS. Pr: 0.1683,28,0.1683
NP_1229236,10531,PITRM1,mTP,0.210532,0.000182,0.789286,CS pos: 28-29. WRW-NS. Pr: 0.1683,28,0.1683
NP_5165,509,ATP5F1C,mTP,0.034706,0.000355,0.964939,CS pos: 25-26. RNM-AT. Pr: 0.6279,25,0.6279
NP_1001973,509,ATP5F1C,mTP,0.034706,0.000355,0.964939,CS pos: 25-26. RNM-AT. Pr: 0.6279,25,0.6279
NP_61176,55526,DHTKD1,mTP,0.135268,0.001443,0.863289,CS pos: 24-25. RGY-QT. Pr: 0.4676,24,0.4676
NP_54861,11164,NUDT5,OTHER,0.999988,0.00001,0.000002,,,
NP_6205,5264,PHYH,mTP,0.388072,0.077555,0.534373,CS pos: 46-47. FQY-TL. Pr: 0.0961,46,0.0961
NP_1032626,5264,PHYH,OTHER,0.999871,0.000083,0.000046,,,
NP_36360,22921,MSRB2,mTP,0.057938,0.390343,0.551719,CS pos: 24-25. RGQ-AG. Pr: 0.2130,24,0.213
NP_79114,79896,THNSL1,mTP,0.361513,0.00001,0.638477,CS pos: 18-19. KCF-SS. Pr: 0.3378,18,0.3378
NP_1240795,10730,YME1L1,OTHER,0.933842,0.000867,0.065291,,,
NP_647473,10730,YME1L1,OTHER,0.916272,0.005325,0.078403,,,
NP_55078,10730,YME1L1,OTHER,0.954676,0.001328,0.043996,,,
NP_60579,55149,MTPAP,mTP,0.424836,0.000585,0.574579,CS pos: 30-31. RLL-SC. Pr: 0.4940,30,0.494
NP_60715,55753,OGDHL,mTP,0.325622,0.007011,0.667367,CS pos: 33-34. SRS-SG. Pr: 0.2098,33,0.2098
NP_1137469,55753,OGDHL,OTHER,0.999238,0.000085,0.000678,,,
NP_1137468,55753,OGDHL,mTP,0.291395,0.005312,0.703293,CS pos: 33-34. SRS-SG. Pr: 0.2120,33,0.212
NP_6318,100287932,TIMM23,OTHER,0.996897,0.00301,0.000093,,,
NP_3192,7019,TFAM,mTP,0.020282,0.064197,0.915521,CS pos: 42-43. RWF-SS. Pr: 0.5471,42,0.5471
NP_1257711,7019,TFAM,mTP,0.022002,0.057412,0.920586,CS pos: 42-43. RWF-SS. Pr: 0.5481,42,0.5481
NP_1073918,1763,DNA2,OTHER,0.999788,0.000092,0.00012,,,
NP_3162,6832,SUPV3L1,mTP,0.02196,0.001025,0.977015,CS pos: 45-46. SVL-AT. Pr: 0.2601,45,0.2601
NP_116186,84883,AIFM2,OTHER,0.992762,0.005705,0.001533,,,
NP_1185625,84883,AIFM2,OTHER,0.992762,0.005705,0.001533,,,
NP_1269948,25961,NUDT13,OTHER,0.903724,0.00682,0.089455,,,
NP_1269946,25961,NUDT13,OTHER,0.903724,0.00682,0.089455,,,
NP_1269943,25961,NUDT13,OTHER,0.952521,0.00107,0.04641,,,
NP_1269944,25961,NUDT13,OTHER,0.951601,0.00105,0.047349,,,
NP_56985,25961,NUDT13,OTHER,0.953026,0.001105,0.04587,,,
NP_1269945,25961,NUDT13,OTHER,0.992488,0.000675,0.006837,,,
NP_57149,51021,MRPS16,mTP,0.304221,0.002382,0.693396,CS pos: 36-37. IVA-AH. Pr: 0.1991,36,0.1991
NP_976043,118487,CHCHD1,OTHER,0.911788,0.000269,0.087943,,,
NP_1171752,7417,VDAC2,OTHER,0.998459,0.001245,0.000296,,,
NP_1171712,7417,VDAC2,OTHER,0.972829,0.004855,0.022317,,,
NP_3366,7417,VDAC2,OTHER,0.998459,0.001245,0.000296,,,
NP_653190,118881,COMTD1,SP,0.385702,0.541598,0.072699,CS pos: 26-27. AFA-TG. Pr: 0.6269,26,0.6269
NP_5720,10105,PPIF,mTP,0.002303,0.007125,0.990571,CS pos: 30-31. RAC-SK. Pr: 0.4538,30,0.4538
NP_55209,27069,GHITM,mTP,0.001497,0.00011,0.998392,CS pos: 45-46. REY-AT. Pr: 0.4732,45,0.4732
NP_5262,2746,GLUD1,mTP,0.159049,0.006121,0.834829,CS pos: 53-54. RHY-SE. Pr: 0.9006,53,0.9006
NP_112489,81894,SLC25A28,OTHER,0.999863,0.000083,0.000054,,,
NP_4367,1355,COX15,mTP,0.217698,0.018638,0.763664,CS pos: 43-44. GQY-ST. Pr: 0.3722,43,0.3722
NP_510870,1355,COX15,mTP,0.217698,0.018638,0.763664,CS pos: 43-44. GQY-ST. Pr: 0.3722,43,0.3722
NP_4995,4714,NDUFB8,mTP,0.025255,0.000883,0.973862,CS pos: 29-30. RTA-SH. Pr: 0.3535,29,0.3535
NP_1271297,4714,NDUFB8,OTHER,0.999936,0.000057,0.000007,,,
NP_1271296,4714,NDUFB8,mTP,0.023669,0.001181,0.97515,CS pos: 29-30. RTA-SH. Pr: 0.3552,29,0.3552
NP_789762,84545,MRPL43,OTHER,0.513576,0.003032,0.483392,,,
NP_1157286,56652,TWNK,OTHER,0.997735,0.001193,0.001072,,,
NP_1157285,56652,TWNK,OTHER,0.999794,0.000135,0.000071,,,
NP_1157284,56652,TWNK,mTP,0.213378,0.000631,0.785991,CS pos: 40-41. RRY-RK. Pr: 0.3081,40,0.3081
NP_115488,84545,MRPL43,mTP,0.459998,0.003895,0.536106,CS pos: 37-38. RDG-AS. Pr: 0.1789,37,0.1789
NP_68602,56652,TWNK,mTP,0.213378,0.000631,0.785991,CS pos: 40-41. RRY-RK. Pr: 0.3081,40,0.3081
NP_789764,84545,MRPL43,mTP,0.474796,0.003702,0.521502,CS pos: 37-38. RDG-AS. Pr: 0.1792,37,0.1792
NP_789763,84545,MRPL43,OTHER,0.51541,0.003619,0.480971,,,
NP_112233,81855,SFXN3,OTHER,0.999673,0.000185,0.000142,,,
NP_849189,118980,SFXN2,OTHER,0.999911,0.00003,0.000058,,,
NP_1193356,84833,ATP5MD,OTHER,0.984907,0.014782,0.000311,,,
NP_1193355,84833,ATP5MD,OTHER,0.984907,0.014782,0.000311,,,
NP_116136,84833,ATP5MD,OTHER,0.984907,0.014782,0.000311,,,
NP_65969,57678,GPAM,OTHER,0.999889,0.000089,0.000022,,,
NP_1231878,57678,GPAM,OTHER,0.999889,0.000089,0.000022,,,
NP_54817,10935,PRDX3,mTP,0.002182,0.000083,0.997735,CS pos: 44-45. NLL-CS. Pr: 0.2496,44,0.2496
NP_998814,119559,SFXN4,OTHER,0.999819,0.000074,0.000107,,,
NP_6784,10935,PRDX3,mTP,0.000664,0.000028,0.999308,CS pos: 54-55. KLF-ST. Pr: 0.5064,54,0.5064
NP_4043,664,BNIP3,OTHER,0.99999,0.000008,0.000002,,,
NP_4083,1892,ECHS1,mTP,0.000785,0.000013,0.999202,CS pos: 27-28. RPF-AS. Pr: 0.8761,27,0.8761
NP_612393,92170,MTG1,mTP,0.439378,0.004078,0.556544,CS pos: 8-9. RAL-CS. Pr: 0.1632,8,0.1632
NP_689849,196074,METTL15,OTHER,0.877338,0.000444,0.122219,,,
NP_1107000,196074,METTL15,OTHER,0.877338,0.000444,0.122219,,,
NP_659418,196294,IMMP1L,OTHER,0.605507,0.094977,0.299516,,,
NP_2590,5138,PDE2A,OTHER,0.993441,0.000629,0.005929,,,
NP_1137311,5138,PDE2A,OTHER,0.527264,0.461341,0.011395,,,
NP_1230713,5138,PDE2A,OTHER,0.999645,0.00015,0.000205,,,
NP_1139681,5138,PDE2A,OTHER,0.99892,0.000177,0.000903,,,
NP_10,38,ACAT1,mTP,0.00924,0.000027,0.990733,CS pos: 33-34. RSY-VS. Pr: 0.4045,33,0.4045
NP_1743,847,CAT,OTHER,0.999953,0.000035,0.000012,,,
NP_3468,8050,PDHX,mTP,0.144679,0.000202,0.855119,CS pos: 53-54. WLR-GD. Pr: 0.3479,53,0.3479
NP_1159630,8050,PDHX,mTP,0.078129,0.000143,0.921728,CS pos: 53-54. WLR-GD. Pr: 0.3479,53,0.3479
NP_1128496,8050,PDHX,OTHER,0.999959,0.000037,0.000004,,,
NP_2023,2495,FTH1,OTHER,0.999977,0.000012,0.000011,,,
NP_60311,54949,SDHAF2,mTP,0.130353,0.015884,0.853764,CS pos: 35-36. RFY-RG. Pr: 0.4490,35,0.449
NP_54786,28992,MACROD1,OTHER,0.584319,0.000701,0.41498,,,
NP_1265180,283130,SLC25A45,OTHER,0.970869,0.009872,0.019259,,,
NP_872362,283130,SLC25A45,OTHER,0.865935,0.132321,0.001744,,,
NP_1265179,283130,SLC25A45,OTHER,0.973977,0.02552,0.000503,,,
NP_1070709,283130,SLC25A45,OTHER,0.970869,0.009872,0.019259,,,
NP_1035806,5091,PC,mTP,0.011273,0.000376,0.988351,CS pos: 19-20. RRT-ST. Pr: 0.2318,19,0.2318
NP_911,5091,PC,mTP,0.011273,0.000376,0.988351,CS pos: 19-20. RRT-ST. Pr: 0.2318,19,0.2318
NP_1867,1374,CPT1A,OTHER,0.999823,0.000042,0.000135,,,
NP_1027017,1374,CPT1A,OTHER,0.999823,0.000042,0.000135,,,
NP_1245323,81570,CLPB,OTHER,0.998743,0.00007,0.001187,,,
NP_1245322,81570,CLPB,mTP,0.061315,0.034141,0.904544,CS pos: 36-37. GRN-VT. Pr: 0.2018,36,0.2018
NP_1245321,81570,CLPB,mTP,0.065995,0.026713,0.907292,CS pos: 36-37. GRN-VT. Pr: 0.2014,36,0.2014
NP_110440,81570,CLPB,mTP,0.065995,0.026713,0.907292,CS pos: 36-37. GRN-VT. Pr: 0.2014,36,0.2014
NP_57139,51642,MRPL48,OTHER,0.778121,0.001447,0.220432,,,
NP_78954,79731,NARS2,mTP,0.013463,0.000041,0.986495,CS pos: 13-14. VRF-CS. Pr: 0.4592,13,0.4592
NP_1230180,79731,NARS2,OTHER,0.998679,0.000733,0.000589,,,
NP_1014811,10873,ME3,mTP,0.207848,0.002527,0.789624,CS pos: 33-34. AQG-CH. Pr: 0.3108,33,0.3108
NP_6671,10873,ME3,mTP,0.207848,0.002527,0.789624,CS pos: 33-34. AQG-CH. Pr: 0.3108,33,0.3108
NP_1155058,10873,ME3,mTP,0.207848,0.002527,0.789624,CS pos: 33-34. AQG-CH. Pr: 0.3108,33,0.3108
NP_1243329,83875,BCO2,OTHER,0.590485,0.000701,0.408814,,,
NP_1243327,83875,BCO2,mTP,0.224585,0.012322,0.763093,CS pos: 34-35. KRY-MG. Pr: 0.2007,34,0.2007
NP_1243326,83875,BCO2,OTHER,0.924287,0.053341,0.022372,,,
NP_114144,83875,BCO2,mTP,0.258671,0.019201,0.722128,CS pos: 34-35. KRY-MG. Pr: 0.2008,34,0.2008
NP_1032367,83875,BCO2,OTHER,0.924287,0.053341,0.022372,,,
NP_36371,23410,SIRT3,mTP,0.450921,0.025485,0.523594,CS pos: 104-105. ISF-SV. Pr: 0.3018,104,0.3018
NP_1017524,23410,SIRT3,OTHER,0.998915,0.000992,0.000093,,,
NP_1177990,79751,SLC25A22,OTHER,0.992595,0.005421,0.001984,,,
NP_1177989,79751,SLC25A22,OTHER,0.992595,0.005421,0.001984,,,
NP_78974,79751,SLC25A22,OTHER,0.992595,0.005421,0.001984,,,
NP_66957,6150,MRPL23,OTHER,0.883799,0.001469,0.114732,,,
NP_36324,26515,TIMM10B,OTHER,0.99956,0.000084,0.000356,,,
NP_71344,63875,MRPL17,mTP,0.250163,0.000771,0.749066,CS pos: 8-9. AAA-IS. Pr: 0.2901,8,0.2901
NP_1091990,10553,HTATIP2,SP,0.350683,0.627148,0.022169,CS pos: 18-19. AAA-LL. Pr: 0.1960,18,0.196
NP_1091991,10553,HTATIP2,OTHER,0.999832,0.000111,0.000057,,,
NP_6401,10553,HTATIP2,OTHER,0.999832,0.000111,0.000057,,,
NP_1091993,10553,HTATIP2,OTHER,0.999732,0.000224,0.000044,,,
NP_1091992,10553,HTATIP2,OTHER,0.999832,0.000111,0.000057,,,
NP_115981,84680,ACCS,OTHER,0.999348,0.000227,0.000425,,,
NP_1120691,84680,ACCS,OTHER,0.999348,0.000227,0.000425,,,
NP_1137456,114971,PTPMT1,OTHER,0.703876,0.024696,0.271428,,,
NP_783859,114971,PTPMT1,OTHER,0.691727,0.040231,0.268043,,,
NP_55157,23788,MTCH2,OTHER,0.962499,0.029631,0.007869,,,
NP_4542,4722,NDUFS3,mTP,0.000425,0.000031,0.999544,CS pos: 36-37. VRR-ES. Pr: 0.3936,36,0.3936
NP_36588,26519,TIMM10,OTHER,0.995514,0.0036,0.000886,,,
NP_964011,10249,GLYAT,OTHER,0.817304,0.004948,0.177748,,,
NP_5829,10249,GLYAT,OTHER,0.791171,0.005998,0.202831,,,
NP_60310,54948,MRPL16,mTP,0.015853,0.006203,0.977943,CS pos: 29-30. SAG-VK. Pr: 0.2882,29,0.2882
NP_1078841,790955,UQCC3,SP,0.298851,0.694288,0.006861,CS pos: 23-24. GYA-LL. Pr: 0.8045,23,0.8045
NP_1036694,751071,CSKMT,mTP,0.109453,0.140007,0.750541,CS pos: 21-22. RPF-AG. Pr: 0.4612,21,0.4612
NP_4065,1351,COX8A,mTP,0.018786,0.006,0.975214,CS pos: 25-26. RAK-IH. Pr: 0.5685,25,0.5685
NP_4313,572,BAD,OTHER,0.999994,0.000003,0.000003,,,
NP_857635,25824,PRDX5,mTP,0.207682,0.002039,0.790279,CS pos: 33-34. RRC-SE. Pr: 0.3550,33,0.355
NP_857634,25824,PRDX5,mTP,0.064331,0.000592,0.935077,CS pos: 33-34. RRC-SE. Pr: 0.2382,33,0.2382
NP_36226,25824,PRDX5,mTP,0.06233,0.000621,0.93705,CS pos: 33-34. RRC-SE. Pr: 0.2358,33,0.2358
NP_5519,3338,DNAJC4,mTP,0.465772,0.00113,0.533098,CS pos: 22-23. RLL-GA. Pr: 0.1304,22,0.1304
NP_116784,572,BAD,OTHER,0.999994,0.000003,0.000003,,,
NP_1186674,402,ARL2,OTHER,0.995856,0.001237,0.002907,,,
NP_1658,402,ARL2,OTHER,0.997686,0.000686,0.001629,,,
NP_4918,740,MRPL49,mTP,0.015757,0.000014,0.984229,CS pos: 26-27. RLL-SQ. Pr: 0.5806,26,0.5806
NP_733935,65003,MRPL11,mTP,0.422715,0.001506,0.575778,CS pos: 43-44. QRG-VS. Pr: 0.2027,43,0.2027
NP_733934,65003,MRPL11,OTHER,0.958316,0.000166,0.041518,,,
NP_57134,65003,MRPL11,mTP,0.379811,0.001188,0.619001,CS pos: 43-44. QRG-VS. Pr: 0.2030,43,0.203
NP_71504,5091,PC,mTP,0.011273,0.000376,0.988351,CS pos: 19-20. RRT-ST. Pr: 0.2318,19,0.2318
NP_1159574,4723,NDUFV1,mTP,0.083913,0.006387,0.909701,CS pos: 23-24. TSF-GS. Pr: 0.2926,23,0.2926
NP_9034,4723,NDUFV1,mTP,0.002449,0.000607,0.996944,CS pos: 20-21. VRF-SG. Pr: 0.8861,20,0.8861
NP_1230679,254552,NUDT8,OTHER,0.87253,0.01192,0.11555,,,
NP_862826,254552,NUDT8,OTHER,0.842925,0.023589,0.133487,,,
NP_2487,4728,NDUFS8,mTP,0.001414,0.044336,0.95425,CS pos: 34-35. VAA-TY. Pr: 0.4401,34,0.4401
NP_852616,219927,MRPL21,OTHER,0.9529,0.009525,0.037574,,,
NP_852615,219927,MRPL21,mTP,0.002372,0.000008,0.99762,CS pos: 39-40. RRF-NS. Pr: 0.6324,39,0.6324
NP_57649,51287,COA4,OTHER,0.999889,0.000054,0.000056,,,
NP_3347,7352,UCP3,OTHER,0.868164,0.128835,0.003001,,,
NP_73714,7352,UCP3,OTHER,0.868164,0.128835,0.003001,,,
NP_3346,7351,UCP2,OTHER,0.984719,0.012286,0.002995,,,
NP_1138341,387787,LIPT2,OTHER,0.827621,0.002265,0.170114,,,
NP_4540,4718,NDUFC2,OTHER,0.97981,0.003133,0.017056,,,
NP_1190983,4718,NDUFC2,OTHER,0.970874,0.01058,0.018546,,,
